3602 21360
3600 3601
3600 1047 974
1047 3601 25
1047 1048 996
1047 1107 992
1047 1046 992
1047 987 992
3600 1048 970
1048 3601 29
1048 1049 996
1048 1108 988
1048 1047 996
1048 988 988
3600 1049 966
1049 3601 33
1049 1050 996
1049 1109 984
1049 1048 996
1049 989 988
3600 1050 962
1050 3601 37
1050 1051 992
1050 1110 980
1050 1049 996
1050 990 988
3600 1051 954
1051 3601 45
1051 1052 992
1051 1111 976
1051 1050 992
1051 991 984
3600 1052 947
1052 3601 52
1052 1053 984
1052 1112 972
1052 1051 992
1052 992 984
3600 1053 931
1053 3601 68
1053 1054 988
1053 1113 968
1053 1052 984
1053 993 976
3600 1054 919
1054 3601 80
1054 1055 988
1054 1114 960
1054 1053 988
1054 994 968
3600 1055 907
1055 3601 92
1055 1056 984
1055 1115 949
1055 1054 988
1055 995 964
3600 1056 892
1056 3601 107
1056 1057 984
1056 1116 945
1056 1055 984
1056 996 960
3600 1057 876
1057 3601 123
1057 1058 976
1057 1117 937
1057 1056 984
1057 997 956
3600 1058 852
1058 3601 147
1058 1059 972
1058 1118 929
1058 1057 976
1058 998 949
3600 1059 825
1059 3601 174
1059 1060 972
1059 1119 925
1059 1058 972
1059 999 941
3600 1060 798
1060 3601 201
1060 1061 972
1060 1120 917
1060 1059 972
1060 1000 937
3600 1061 770
1061 3601 229
1061 1062 964
1061 1121 913
1061 1060 972
1061 1001 933
3600 1062 735
1062 3601 264
1062 1063 968
1062 1122 917
1062 1061 964
1062 1002 925
3600 1063 703
1063 3601 296
1063 1064 964
1063 1123 913
1063 1062 968
1063 1003 925
3600 1064 668
1064 3601 331
1064 1065 960
1064 1124 909
1064 1063 964
1064 1004 921
3600 1065 629
1065 3601 370
1065 1066 964
1065 1125 909
1065 1064 960
1065 1005 913
3600 1066 594
1066 3601 405
1066 1067 960
1066 1126 909
1066 1065 964
1066 1006 913
3600 1067 554
1067 3601 445
1067 1068 960
1067 1127 909
1067 1066 960
1067 1007 909
3600 1068 515
1068 3601 484
1068 1069 960
1068 1128 905
1068 1067 960
1068 1008 913
3600 1069 476
1069 3601 523
1069 1070 964
1069 1129 909
1069 1068 960
1069 1009 909
3600 1070 441
1070 3601 558
1070 1071 964
1070 1130 917
1070 1069 964
1070 1010 913
3600 1071 405
1071 3601 594
1071 1072 956
1071 1131 917
1071 1070 964
1071 1011 917
3600 1072 362
1072 3601 637
1072 1073 964
1072 1132 925
1072 1071 956
1072 1012 917
3600 1073 327
1073 3601 672
1073 1074 968
1073 1133 929
1073 1072 964
1073 1013 921
3600 1074 296
1074 3601 703
1074 1075 968
1074 1134 933
1074 1073 968
1074 1014 925
3600 1075 264
1075 3601 735
1075 1076 964
1075 1135 933
1075 1074 968
1075 1015 929
3600 1076 229
1076 3601 770
1076 1077 968
1076 1136 945
1076 1075 964
1076 1016 933
3600 1077 198
1077 3601 801
1077 1078 972
1077 1137 949
1077 1076 968
1077 1017 941
3600 1078 170
1078 3601 829
1078 1079 984
1078 1138 952
1078 1077 972
1078 1018 945
3600 1079 154
1079 3601 845
1079 1139 952
1079 1078 984
1079 1019 949
3600 1080 982
1080 3601 17
1080 1081 996
1080 1140 996
1080 1020 996
3600 1081 982
1081 3601 17
1081 1082 1000
1081 1141 996
1081 1080 996
1081 1021 1000
3600 1082 982
1082 3601 17
1082 1083 1000
1082 1142 1000
1082 1081 1000
1082 1022 996
3600 1083 982
1083 3601 17
1083 1084 996
1083 1143 1000
1083 1082 1000
1083 1023 996
3600 1084 982
1084 3601 17
1084 1085 1000
1084 1144 1000
1084 1083 996
1084 1024 1000
3600 1085 982
1085 3601 17
1085 1086 1000
1085 1145 1000
1085 1084 1000
1085 1025 1000
3600 1086 982
1086 3601 17
1086 1087 1000
1086 1146 1000
1086 1085 1000
1086 1026 1000
3600 1087 982
1087 3601 17
1087 1088 1000
1087 1147 1000
1087 1086 1000
1087 1027 1000
3600 1088 982
1088 3601 17
1088 1089 1000
1088 1148 1000
1088 1087 1000
1088 1028 1000
3600 1089 982
1089 3601 17
1089 1090 1000
1089 1149 1000
1089 1088 1000
1089 1029 1000
3600 1090 982
1090 3601 17
1090 1091 1000
1090 1150 1000
1090 1089 1000
1090 1030 1000
3600 1091 982
1091 3601 17
1091 1092 1000
1091 1151 1000
1091 1090 1000
1091 1031 1000
3600 1092 982
1092 3601 17
1092 1093 1000
1092 1152 1000
1092 1091 1000
1092 1032 1000
3600 1093 982
1093 3601 17
1093 1094 1000
1093 1153 1000
1093 1092 1000
1093 1033 1000
3600 1094 982
1094 3601 17
1094 1095 1000
1094 1154 1000
1094 1093 1000
1094 1034 1000
3600 1095 982
1095 3601 17
1095 1096 1000
1095 1155 1000
1095 1094 1000
1095 1035 1000
3600 1096 982
1096 3601 17
1096 1097 1000
1096 1156 1000
1096 1095 1000
1096 1036 1000
3600 1097 982
1097 3601 17
1097 1098 996
1097 1157 1000
1097 1096 1000
1097 1037 1000
3600 1098 982
1098 3601 17
1098 1099 1000
1098 1158 1000
1098 1097 996
1098 1038 996
3600 1099 982
1099 3601 17
1099 1100 996
1099 1159 1000
1099 1098 1000
1099 1039 996
3600 1100 982
1100 3601 17
1100 1101 996
1100 1160 996
1100 1099 996
1100 1040 996
3600 1101 982
1101 3601 17
1101 1102 1000
1101 1161 996
1101 1100 996
1101 1041 1000
3600 1102 982
1102 3601 17
1102 1103 996
1102 1162 992
1102 1101 1000
1102 1042 1000
3600 1103 982
1103 3601 17
1103 1104 1000
1103 1163 992
1103 1102 996
1103 1043 996
3600 1104 982
1104 3601 17
1104 1105 1000
1104 1164 988
1104 1103 1000
1104 1044 996
3600 1105 982
1105 3601 17
1105 1106 988
1105 1165 984
1105 1104 1000
1105 1045 996
3600 1106 970
1106 3601 29
1106 1107 996
1106 1166 984
1106 1105 988
1106 1046 988
3600 1107 966
1107 3601 33
1107 1108 992
1107 1167 976
1107 1106 996
1107 1047 992
3600 1108 958
1108 3601 41
1108 1109 992
1108 1168 972
1108 1107 992
1108 1048 988
3600 1109 950
1109 3601 49
1109 1110 992
1109 1169 968
1109 1108 992
1109 1049 984
3600 1110 943
1110 3601 56
1110 1111 988
1110 1170 964
1110 1109 992
1110 1050 980
3600 1111 931
1111 3601 68
1111 1112 988
1111 1171 960
1111 1110 988
1111 1051 976
3600 1112 919
1112 3601 80
1112 1113 980
1112 1172 949
1112 1111 988
1112 1052 972
3600 1113 899
1113 3601 100
1113 1114 980
1113 1173 949
1113 1112 980
1113 1053 968
3600 1114 880
1114 3601 119
1114 1115 976
1114 1174 941
1114 1113 980
1114 1054 960
3600 1115 856
1115 3601 143
1115 1116 980
1115 1175 941
1115 1114 976
1115 1055 949
3600 1116 837
1116 3601 162
1116 1117 976
1116 1176 933
1116 1115 980
1116 1056 945
3600 1117 813
1117 3601 186
1117 1118 968
1117 1177 921
1117 1116 976
1117 1057 937
3600 1118 782
1118 3601 217
1118 1119 968
1118 1178 917
1118 1117 968
1118 1058 929
3600 1119 750
1119 3601 249
1119 1120 964
1119 1179 913
1119 1118 968
1119 1059 925
3600 1120 715
1120 3601 284
1120 1121 968
1120 1180 917
1120 1119 964
1120 1060 917
3600 1121 684
1121 3601 315
1121 1122 968
1121 1181 913
1121 1120 968
1121 1061 913
3600 1122 652
1122 3601 347
1122 1123 964
1122 1182 909
1122 1121 968
1122 1062 917
3600 1123 617
1123 3601 382
1123 1124 960
1123 1183 909
1123 1122 964
1123 1063 913
3600 1124 578
1124 3601 421
1124 1125 960
1124 1184 905
1124 1123 960
1124 1064 909
3600 1125 539
1125 3601 460
1125 1126 964
1125 1185 909
1125 1124 960
1125 1065 909
3600 1126 503
1126 3601 496
1126 1127 960
1126 1186 909
1126 1125 964
1126 1066 909
3600 1127 464
1127 3601 535
1127 1128 956
1127 1187 913
1127 1126 960
1127 1067 909
3600 1128 421
1128 3601 578
1128 1129 964
1128 1188 917
1128 1127 956
1128 1068 905
3600 1129 386
1129 3601 613
1129 1130 972
1129 1189 917
1129 1128 964
1129 1069 909
3600 1130 358
1130 3601 641
1130 1131 964
1130 1190 917
1130 1129 972
1130 1070 917
3600 1131 323
1131 3601 676
1131 1132 964
1131 1191 925
1131 1130 964
1131 1071 917
3600 1132 288
1132 3601 711
1132 1133 968
1132 1192 929
1132 1131 964
1132 1072 925
3600 1133 256
1133 3601 743
1133 1134 972
1133 1193 933
1133 1132 968
1133 1073 929
3600 1134 229
1134 3601 770
1134 1135 968
1134 1194 937
1134 1133 972
1134 1074 933
3600 1135 198
1135 3601 801
1135 1136 976
1135 1195 945
1135 1134 968
1135 1075 933
3600 1136 174
1136 3601 825
1136 1137 972
1136 1196 952
1136 1135 976
1136 1076 945
3600 1137 147
1137 3601 852
1137 1138 976
1137 1197 960
1137 1136 972
1137 1077 949
3600 1138 123
1138 3601 876
1138 1139 984
1138 1198 960
1138 1137 976
1138 1078 952
3600 1139 107
1139 3601 892
1139 1199 964
1139 1138 984
1139 1079 952
3600 1140 978
1140 3601 21
1140 1141 996
1140 1200 996
1140 1080 996
3600 1141 982
1141 3601 17
1141 1142 996
1141 1201 996
1141 1140 996
1141 1081 996
3600 1142 982
1142 3601 17
1142 1143 1000
1142 1202 996
1142 1141 996
1142 1082 1000
3600 1143 982
1143 3601 17
1143 1144 996
1143 1203 1000
1143 1142 1000
1143 1083 1000
3600 1144 982
1144 3601 17
1144 1145 1000
1144 1204 996
1144 1143 996
1144 1084 1000
3600 1145 982
1145 3601 17
1145 1146 1000
1145 1205 996
1145 1144 1000
1145 1085 1000
3600 1146 982
1146 3601 17
1146 1147 1000
1146 1206 1000
1146 1145 1000
1146 1086 1000
3600 1147 982
1147 3601 17
1147 1148 1000
1147 1207 1000
1147 1146 1000
1147 1087 1000
3600 1148 982
1148 3601 17
1148 1149 1000
1148 1208 1000
1148 1147 1000
1148 1088 1000
3600 1149 982
1149 3601 17
1149 1150 1000
1149 1209 1000
1149 1148 1000
1149 1089 1000
3600 1150 982
1150 3601 17
1150 1151 1000
1150 1210 1000
1150 1149 1000
1150 1090 1000
3600 1151 982
1151 3601 17
1151 1152 1000
1151 1211 1000
1151 1150 1000
1151 1091 1000
3600 1152 982
1152 3601 17
1152 1153 1000
1152 1212 1000
1152 1151 1000
1152 1092 1000
3600 1153 982
1153 3601 17
1153 1154 1000
1153 1213 1000
1153 1152 1000
1153 1093 1000
3600 1154 982
1154 3601 17
1154 1155 1000
1154 1214 1000
1154 1153 1000
1154 1094 1000
3600 1155 982
1155 3601 17
1155 1156 1000
1155 1215 1000
1155 1154 1000
1155 1095 1000
3600 1156 982
1156 3601 17
1156 1157 1000
1156 1216 996
1156 1155 1000
1156 1096 1000
3600 1157 982
1157 3601 17
1157 1158 996
1157 1217 996
1157 1156 1000
1157 1097 1000
3600 1158 982
1158 3601 17
1158 1159 1000
1158 1218 1000
1158 1157 996
1158 1098 1000
3600 1159 982
1159 3601 17
1159 1160 1000
1159 1219 996
1159 1158 1000
1159 1099 1000
3600 1160 982
1160 3601 17
1160 1161 996
1160 1220 988
1160 1159 1000
1160 1100 996
3600 1161 982
1161 3601 17
1161 1162 996
1161 1221 988
1161 1160 996
1161 1101 996
3600 1162 978
1162 3601 21
1162 1163 996
1162 1222 984
1162 1161 996
1162 1102 992
3600 1163 974
1163 3601 25
1163 1164 996
1163 1223 980
1163 1162 996
1163 1103 992
3600 1164 970
1164 3601 29
1164 1165 996
1164 1224 976
1164 1163 996
1164 1104 988
3600 1165 966
1165 3601 33
1165 1166 988
1165 1225 972
1165 1164 996
1165 1105 984
3600 1166 954
1166 3601 45
1166 1167 988
1166 1226 972
1166 1165 988
1166 1106 984
3600 1167 943
1167 3601 56
1167 1168 988
1167 1227 968
1167 1166 988
1167 1107 976
3600 1168 931
1168 3601 68
1168 1169 988
1168 1228 956
1168 1167 988
1168 1108 972
3600 1169 919
1169 3601 80
1169 1170 988
1169 1229 952
1169 1168 988
1169 1109 968
3600 1170 907
1170 3601 92
1170 1171 984
1170 1230 945
1170 1169 988
1170 1110 964
3600 1171 892
1171 3601 107
1171 1172 976
1171 1231 937
1171 1170 984
1171 1111 960
3600 1172 868
1172 3601 131
1172 1173 980
1172 1232 933
1172 1171 976
1172 1112 949
3600 1173 849
1173 3601 150
1173 1174 972
1173 1233 925
1173 1172 980
1173 1113 949
3600 1174 821
1174 3601 178
1174 1175 976
1174 1234 925
1174 1173 972
1174 1114 941
3600 1175 798
1175 3601 201
1175 1176 972
1175 1235 917
1175 1174 976
1175 1115 941
3600 1176 770
1176 3601 229
1176 1177 964
1176 1236 909
1176 1175 972
1176 1116 933
3600 1177 735
1177 3601 264
1177 1178 964
1177 1237 909
1177 1176 964
1177 1117 921
3600 1178 700
1178 3601 300
1178 1179 964
1178 1238 905
1178 1177 964
1178 1118 917
3600 1179 664
1179 3601 335
1179 1180 968
1179 1239 905
1179 1178 964
1179 1119 913
3600 1180 633
1180 3601 366
1180 1181 964
1180 1240 901
1180 1179 968
1180 1120 917
3600 1181 598
1181 3601 401
1181 1182 964
1181 1241 901
1181 1180 964
1181 1121 913
3600 1182 562
1182 3601 437
1182 1183 964
1182 1242 901
1182 1181 964
1182 1122 909
3600 1183 527
1183 3601 472
1183 1184 956
1183 1243 901
1183 1182 964
1183 1123 909
3600 1184 484
1184 3601 515
1184 1185 964
1184 1244 905
1184 1183 956
1184 1124 905
3600 1185 449
1185 3601 550
1185 1186 964
1185 1245 905
1185 1184 964
1185 1125 909
3600 1186 413
1186 3601 586
1186 1187 964
1186 1246 909
1186 1185 964
1186 1126 909
3600 1187 378
1187 3601 621
1187 1188 960
1187 1247 913
1187 1186 964
1187 1127 913
3600 1188 339
1188 3601 660
1188 1189 964
1188 1248 921
1188 1187 960
1188 1128 917
3600 1189 303
1189 3601 696
1189 1190 972
1189 1249 925
1189 1188 964
1189 1129 917
3600 1190 276
1190 3601 723
1190 1191 972
1190 1250 925
1190 1189 972
1190 1130 917
3600 1191 249
1191 3601 750
1191 1192 968
1191 1251 929
1191 1190 972
1191 1131 925
3600 1192 217
1192 3601 782
1192 1193 972
1192 1252 941
1192 1191 968
1192 1132 929
3600 1193 190
1193 3601 809
1193 1194 976
1193 1253 949
1193 1192 972
1193 1133 933
3600 1194 166
1194 3601 833
1194 1195 976
1194 1254 949
1194 1193 976
1194 1134 937
3600 1195 143
1195 3601 856
1195 1196 984
1195 1255 956
1195 1194 976
1195 1135 945
3600 1196 127
1196 3601 872
1196 1197 980
1196 1256 956
1196 1195 984
1196 1136 952
3600 1197 107
1197 3601 892
1197 1198 976
1197 1257 964
1197 1196 980
1197 1137 960
3600 1198 84
1198 3601 915
1198 1199 988
1198 1258 972
1198 1197 976
1198 1138 960
3600 1199 72
1199 3601 927
1199 1259 972
1199 1198 988
1199 1139 964
3600 1200 974
1200 3601 25
1200 1201 996
1200 1260 1000
1200 1140 996
3600 1201 978
1201 3601 21
1201 1202 996
1201 1261 996
1201 1200 996
1201 1141 996
3600 1202 982
1202 3601 17
1202 1203 996
1202 1262 1000
1202 1201 996
1202 1142 996
3600 1203 982
1203 3601 17
1203 1204 1000
1203 1263 996
1203 1202 996
1203 1143 1000
3600 1204 982
1204 3601 17
1204 1205 1000
1204 1264 1000
1204 1203 1000
1204 1144 996
3600 1205 982
1205 3601 17
1205 1206 996
1205 1265 1000
1205 1204 1000
1205 1145 996
3600 1206 982
1206 3601 17
1206 1207 1000
1206 1266 1000
1206 1205 996
1206 1146 1000
3600 1207 982
1207 3601 17
1207 1208 1000
1207 1267 1000
1207 1206 1000
1207 1147 1000
3600 1208 982
1208 3601 17
1208 1209 1000
1208 1268 1000
1208 1207 1000
1208 1148 1000
3600 1209 982
1209 3601 17
1209 1210 1000
1209 1269 1000
1209 1208 1000
1209 1149 1000
3600 1210 982
1210 3601 17
1210 1211 1000
1210 1270 1000
1210 1209 1000
1210 1150 1000
3600 1211 982
1211 3601 17
1211 1212 1000
1211 1271 1000
1211 1210 1000
1211 1151 1000
3600 1212 982
1212 3601 17
1212 1213 1000
1212 1272 1000
1212 1211 1000
1212 1152 1000
3600 1213 982
1213 3601 17
1213 1214 1000
1213 1273 1000
1213 1212 1000
1213 1153 1000
3600 1214 982
1214 3601 17
1214 1215 1000
1214 1274 1000
1214 1213 1000
1214 1154 1000
3600 1215 982
1215 3601 17
1215 1216 996
1215 1275 996
1215 1214 1000
1215 1155 1000
3600 1216 982
1216 3601 17
1216 1217 1000
1216 1276 996
1216 1215 996
1216 1156 996
3600 1217 982
1217 3601 17
1217 1218 1000
1217 1277 996
1217 1216 1000
1217 1157 996
3600 1218 982
1218 3601 17
1218 1219 996
1218 1278 992
1218 1217 1000
1218 1158 1000
3600 1219 982
1219 3601 17
1219 1220 992
1219 1279 988
1219 1218 996
1219 1159 996
3600 1220 974
1220 3601 25
1220 1221 996
1220 1280 984
1220 1219 992
1220 1160 988
3600 1221 970
1221 3601 29
1221 1222 992
1221 1281 980
1221 1220 996
1221 1161 988
3600 1222 962
1222 3601 37
1222 1223 992
1222 1282 976
1222 1221 992
1222 1162 984
3600 1223 954
1223 3601 45
1223 1224 992
1223 1283 972
1223 1222 992
1223 1163 980
3600 1224 947
1224 3601 52
1224 1225 992
1224 1284 968
1224 1223 992
1224 1164 976
3600 1225 939
1225 3601 60
1225 1226 988
1225 1285 964
1225 1224 992
1225 1165 972
3600 1226 927
1226 3601 72
1226 1227 984
1226 1286 956
1226 1225 988
1226 1166 972
3600 1227 911
1227 3601 88
1227 1228 976
1227 1287 952
1227 1226 984
1227 1167 968
3600 1228 888
1228 3601 111
1228 1229 984
1228 1288 945
1228 1227 976
1228 1168 956
3600 1229 872
1229 3601 127
1229 1230 980
1229 1289 937
1229 1228 984
1229 1169 952
3600 1230 852
1230 3601 147
1230 1231 976
1230 1290 929
1230 1229 980
1230 1170 945
3600 1231 829
1231 3601 170
1231 1232 972
1231 1291 925
1231 1230 976
1231 1171 937
3600 1232 801
1232 3601 198
1232 1233 972
1232 1292 921
1232 1231 972
1232 1172 933
3600 1233 774
1233 3601 225
1233 1234 972
1233 1293 917
1233 1232 972
1233 1173 925
3600 1234 747
1234 3601 252
1234 1235 968
1234 1294 917
1234 1233 972
1234 1174 925
3600 1235 715
1235 3601 284
1235 1236 964
1235 1295 913
1235 1234 968
1235 1175 917
3600 1236 680
1236 3601 319
1236 1237 964
1236 1296 909
1236 1235 964
1236 1176 909
3600 1237 645
1237 3601 354
1237 1238 960
1237 1297 909
1237 1236 964
1237 1177 909
3600 1238 605
1238 3601 394
1238 1239 964
1238 1298 905
1238 1237 960
1238 1178 905
3600 1239 570
1239 3601 429
1239 1240 964
1239 1299 905
1239 1238 964
1239 1179 905
3600 1240 535
1240 3601 464
1240 1241 964
1240 1300 901
1240 1239 964
1240 1180 901
3600 1241 500
1241 3601 500
1241 1242 964
1241 1301 905
1241 1240 964
1241 1181 901
3600 1242 464
1242 3601 535
1242 1243 964
1242 1302 905
1242 1241 964
1242 1182 901
3600 1243 429
1243 3601 570
1243 1244 960
1243 1303 909
1243 1242 964
1243 1183 901
3600 1244 390
1244 3601 609
1244 1245 964
1244 1304 913
1244 1243 960
1244 1184 905
3600 1245 354
1245 3601 645
1245 1246 968
1245 1305 921
1245 1244 964
1245 1185 905
3600 1246 323
1246 3601 676
1246 1247 968
1246 1306 925
1246 1245 968
1246 1186 909
3600 1247 292
1247 3601 707
1247 1248 968
1247 1307 929
1247 1246 968
1247 1187 913
3600 1248 260
1248 3601 739
1248 1249 968
1248 1308 933
1248 1247 968
1248 1188 921
3600 1249 229
1249 3601 770
1249 1250 972
1249 1309 937
1249 1248 968
1249 1189 925
3600 1250 201
1250 3601 798
1250 1251 976
1250 1310 941
1250 1249 972
1250 1190 925
3600 1251 178
1251 3601 821
1251 1252 980
1251 1311 945
1251 1250 976
1251 1191 929
3600 1252 158
1252 3601 841
1252 1253 980
1252 1312 952
1252 1251 980
1252 1192 941
3600 1253 139
1253 3601 860
1253 1254 976
1253 1313 952
1253 1252 980
1253 1193 949
3600 1254 115
1254 3601 884
1254 1255 984
1254 1314 960
1254 1253 976
1254 1194 949
3600 1255 100
1255 3601 899
1255 1256 984
1255 1315 964
1255 1254 984
1255 1195 956
3600 1256 84
1256 3601 915
1256 1257 988
1256 1316 968
1256 1255 984
1256 1196 956
3600 1257 72
1257 3601 927
1257 1258 984
1257 1317 972
1257 1256 988
1257 1197 964
3600 1258 56
1258 3601 943
1258 1259 988
1258 1318 976
1258 1257 984
1258 1198 972
3600 1259 45
1259 3601 954
1259 1319 980
1259 1258 988
1259 1199 972
3600 1260 974
1260 3601 25
1260 1261 1000
1260 1320 996
1260 1200 1000
3600 1261 974
1261 3601 25
1261 1262 992
1261 1321 1000
1261 1260 1000
1261 1201 996
3600 1262 982
1262 3601 17
1262 1263 1000
1262 1322 996
1262 1261 992
1262 1202 1000
3600 1263 982
1263 3601 17
1263 1264 996
1263 1323 1000
1263 1262 1000
1263 1203 996
3600 1264 982
1264 3601 17
1264 1265 1000
1264 1324 1000
1264 1263 996
1264 1204 1000
3600 1265 982
1265 3601 17
1265 1266 996
1265 1325 1000
1265 1264 1000
1265 1205 1000
3600 1266 982
1266 3601 17
1266 1267 1000
1266 1326 1000
1266 1265 996
1266 1206 1000
3600 1267 982
1267 3601 17
1267 1268 1000
1267 1327 1000
1267 1266 1000
1267 1207 1000
3600 1268 982
1268 3601 17
1268 1269 1000
1268 1328 1000
1268 1267 1000
1268 1208 1000
3600 1269 982
1269 3601 17
1269 1270 1000
1269 1329 1000
1269 1268 1000
1269 1209 1000
3600 1270 982
1270 3601 17
1270 1271 1000
1270 1330 1000
1270 1269 1000
1270 1210 1000
3600 1271 982
1271 3601 17
1271 1272 1000
1271 1331 1000
1271 1270 1000
1271 1211 1000
3600 1272 982
1272 3601 17
1272 1273 1000
1272 1332 996
1272 1271 1000
1272 1212 1000
3600 1273 982
1273 3601 17
1273 1274 1000
1273 1333 996
1273 1272 1000
1273 1213 1000
3600 1274 982
1274 3601 17
